,Agency Name,City_x,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,place_id,City_y,state_id,lat,lon
33,San Francisco Bay Area Rapid Transit District (BART),Oakland,1.1282884138322276,1.026637969278388,1.3026426593086509,2.158216659535216,3.129741696966506,3.295686945089345,4.082611632312049,3.9613476351509362,4.7159459018828,3.9497578937393327,3.3072135815125336,3.2792799457296997,4.029798240747402,3.813078089355942,5.208116539833772,28.47714277835329,"Oakland, CA",Oakland,CA,37.7903,-122.2165
34,Santa Clara Valley Transportation Authority (VTA),San Jose,6.501382114035121,3.112978850433525,3.02461011526594,4.518540619382876,4.02014736943383,3.1574424300671713,3.61475112272753,5.48514249516792,6.22400801099373,8.48295280204699,10.671034338991902,11.086473486836885,9.089673584595154,6.348065546792921,7.9874008213707555,17.09582897521936,"San Jose, CA",San Jose,CA,37.3019,-121.8486
35,Southeastern Pennsylvania Transportation Authority (SEPTA),Philadelphia,0.9603040346333663,1.0484979437302842,1.1115911529976126,1.304707710564685,1.5069770058238,1.2840645919823184,1.1578702288722151,0.9066322744046987,0.8335563040115895,0.8067274069552074,1.2698126571102488,1.6245629243857946,1.727960539383196,2.104888951756299,1.9609956009693879,3.5040078078225756,"Philadelphia, PA",Philadelphia,PA,40.0077,-75.1339
36,Staten Island Rapid Transit Operating Authority (SIRTOA),Staten Island,0.3432514585745857,0.1100649435878051,0.07329421323116748,0.11456002890353573,0.07973500311095232,0.02521384887641678,0.12589152348279373,0.28238293182731083,0.0,0.0,4.18207156262194,9.597112018127955,5.928019200087723,7.126040433912312,12.963055796873427,55.156803335076184,"Staten Island, NY",Staten Island,NY,40.5834,-74.1496
37,The Greater Cleveland Regional Transit Authority (GCRTA),Cleveland,0.9063728263624018,1.2551879787324158,1.3991258682360173,1.579132242913358,1.4826646786021787,2.1505222366286074,0.48764875342330366,0.6940821725242823,1.430714769624565,1.241389478182369,1.8521521381935202,1.2303970157135287,1.5106190642112651,2.5601850393024517,1.493880219726422,8.528405757515035,"Cleveland, OH",Cleveland,OH,41.4767,-81.6804
38,Tri-County Metropolitan Transportation District of Oregon,Portland,0.4090592388962078,0.6507311355602691,1.930871065077685,3.0638026599007646,2.19895085039236,0.7206620858244689,1.0799155006806878,2.378053932903294,3.9547244070540253,3.8273603839211963,2.457947856671307,1.3355627299130164,0.8559872042398452,1.2057225662396962,1.754925887571264,4.246372481771327,"Portland, OR",Portland,OR,45.5372,-122.65
39,Utah Transit Authority (UTA),Salt Lake City,3.4346686037858447,6.573877900945693,9.593558079382223,15.05299142617609,17.27161806604579,15.995336277627992,10.70356598197114,7.268909709142722,2.6138766283663046,1.183574302287853,1.1921336827963709,1.0344858961773884,3.378559942841575,1.9476354656976833,1.2887466578085176,3.092380824315024,"Salt Lake City, UT",Salt Lake City,UT,40.7777,-111.9306
40,VIA Metropolitan Transit (VIA),San Antonio,0.3108144835688927,0.5541935596904005,0.35038611090339394,0.5655877114323004,0.3520937891768019,0.7680149837796194,0.3848307425213548,0.8171273250408975,1.149781156433879,0.8337905083501751,0.8148828912476244,0.8669580317391019,4.841194965229068,1.9859173563838894,0.7906061469933225,0.8308571337282964,"San Antonio, TX",San Antonio,TX,29.4658,-98.5253
41,"Valley Metro Rail, Inc. (VMR)",Phoenix,,,,,15.012152525201701,2.5510331865808635,0.7941185587994443,0.9050442073526807,5.154399392730067,6.129899600817798,8.86966701551923,4.0671901952446206,2.4687330562693055,7.466760134255806,9.282582370879762,37.78935297312072,"Phoenix, AZ",Phoenix,AZ,33.5722,-112.0891
42,Washington Metropolitan Area Transit Authority (WMATA),Washington,0.5917453750245705,1.3238830564503747,1.384337083541329,1.239157935798133,1.0351682256646566,1.068839134646774,1.3726850819375058,1.074754176414706,1.2700985651728884,1.019294236697162,2.6932319650584007,2.6441481597144736,1.6662484932506452,2.1548442246209607,2.604542806441305,5.573253695636165,"Washington, DC",Washington,DC,38.9047,-77.0163
43,Washington State Ferries (WSF),Olympia,4.551912195938732,3.7841170866623246,3.9853041241285267,2.887488803465933,4.0374349059764345,5.858259479685113,7.061294478210178,3.778877345240585,6.68154861025824,5.830962866454917,5.171362980837762,7.343775338150641,6.248009017416466,7.524217833490792,7.081250802036382,11.341451853097483,"Olympia, WA",Olympia,WA,47.0417,-122.8959
